class,run,camcol,rerun,field,objid,u,g,r,i,z,ra,dec,specobjid,plate,mjd,fiberid,redshift
GALAXY,1473,2,301,75,1237651800162238999,23.56794,21.92225,20.30878,19.47544,19.10177,154.283043140924,-0.693943833501893,4312208006718353408,3830,55574,41,0.4666077
GALAXY,1412,4,301,185,1237651539250184829,24.3933,22.23806,20.60679,19.67157,19.04191,191.425980047237,67.7434418699341,7840914124145618944,6964,56748,535,0.5331713
STAR,756,4,301,368,1237648721763631605,22.97439,21.45723,21.15625,20.99096,20.95479,170.866320517719,0.296238790811063,4322507956786229248,3839,55575,648,-0.0009419971
STAR,1231,4,301,27,1237650761850749208,21.45711,20.59233,20.29592,20.33091,19.78154,173.328683273036,-2.24627402136275,4266055451269591040,3789,55269,75,0.0007729501
QSO,1462,6,301,479,1237651755091558645,20.78689,20.33761,20.08069,20.04927,19.6736,197.203099407939,3.3793110020576,5359396901161201664,4760,55656,412,2.176857
STAR,756,4,301,221,1237648721753997674,21.97135,20.86108,20.58273,20.44409,20.23316,148.856632874286,0.404222610056311,4310145047439536128,3828,55539,728,0.0006400989
GALAXY,756,4,301,152,1237648721749476280,22.80155,22.16142,20.61017,19.75796,19.34137,138.603679389244,0.29520734503704,4302252203152437248,3821,55535,686,0.4897634
STAR,756,4,301,324,1237648721760747776,21.1941,20.74529,20.54053,20.55991,20.63786,164.276070091944,0.321672502146233,4319097816892502016,3836,55302,530,-0.0001195471
GALAXY,752,6,301,125,1237648705641578864,23.39017,22.39377,20.77793,19.8359,19.2411,162.244544049911,1.00508357695257,4317999134394740736,3835,55570,629,0.5889449
GALAXY,1402,2,301,116,1237651495222248097,24.69084,21.54677,19.91707,18.79422,18.22185,123.042668047883,47.6480639529207,4151233451980943360,3687,55269,147,0.5457789
GALAXY,1907,3,301,107,1237653664717013831,21.81565,20.80349,19.03884,18.45543,18.18532,138.693389298713,1.55852197886861,4303297289105633280,3822,55544,392,0.3292791
GALAXY,752,6,301,365,1237648705657307791,22.30683,21.65217,20.59915,19.72473,19.38089,198.222711558382,0.850341465326846,4511538465573892096,4007,55327,209,0.5996587
STAR,1345,4,301,609,1237651251515162684,21.67568,19.20943,18.43457,17.56384,19.3221,245.967086961405,46.5728254617978,6788290059336085504,6029,56099,871,-2.260919e-05
GALAXY,1462,6,301,574,1237651755097784701,23.50091,21.63863,19.99294,19.08364,18.54582,211.341009627854,3.12216541561104,5385279129934032896,4783,55652,363,0.5065199
STAR,1231,3,301,202,1237650761325346931,19.59471,18.75112,18.44577,18.34151,18.35933,199.483301038418,-2.82825096366049,4558904056538132480,4049,55591,492,-0.0001564682
QSO,752,3,301,225,1237648704037519757,22.74261,22.13773,21.76349,21.61914,21.50351,177.312451574409,-0.256993423100695,4267364693716955136,3790,55208,742,2.359626
GALAXY,1729,5,301,73,1237652901284348397,22.47131,21.88613,20.36964,19.58486,19.24861,358.480759307942,-9.33436399180639,8068419020401602560,7166,56602,801,0.5753682
STAR,1231,5,301,63,1237650762389979641,23.09291,21.33479,20.90091,20.83127,20.69271,178.692466732252,-1.91372761903036,4251555365793755136,3776,55209,572,0.001034531
GALAXY,1350,4,301,215,1237651272964178434,25.67043,22.39812,20.87103,19.83104,19.42341,136.804187527226,58.2425705884794,6426676086612619264,5708,56605,143,0.6140667
GALAXY,1462,3,301,285,1237651753468231802,24.77567,20.31846,18.61588,17.9765,17.76204,168.047329322065,2.13316186208425,5326767794095321088,4731,55656,492,0.350515
GALAXY,1402,2,301,127,1237651495222968959,25.0961,22.28658,20.63045,19.71837,19.27516,124.38196050419,48.9507497092046,4158123540572991488,3693,55208,637,0.4990321
GALAXY,1345,2,301,553,1237651250437751392,23.37276,21.56331,20.1049,19.30387,18.85043,236.591222153672,52.3774082184171,7560483128709148672,6715,56449,237,0.4898155
GALAXY,1345,3,301,35,1237651250940674980,25.00123,22.69528,20.9664,19.66223,19.3558,115.393950963369,36.4463312787335,4123054616768868352,3662,55182,33,0.6611596
STAR,1345,2,301,630,1237651250442797417,23.38688,20.59411,19.5946,19.1747,18.66694,247.813032311184,43.6049186760239,6789278795133808640,6030,56097,372,-4.526884e-05
GALAXY,1473,2,301,38,1237651800159814559,23.28315,22.47532,20.86646,20.00319,19.74042,148.793563474874,-0.632332558064915,4310037020422107136,3828,55539,335,0.4696091
GALAXY,1907,3,301,114,1237653664717472760,24.43074,23.01611,21.43175,20.38267,19.95338,139.729061456911,1.69683471328569,4303222247437037568,3822,55544,119,0.5966346
GALAXY,756,4,301,268,1237648721757078227,23.95712,21.54189,19.6392,18.84436,18.34632,155.989338432281,0.333856220661248,4313589817436467200,3831,55543,972,0.4389917
STAR,1345,2,301,570,1237651250438865088,21.35244,20.09347,19.86298,19.82397,19.89245,239.499943529915,50.5967476255904,7561636240723472384,6716,56401,336,-0.0006261049
GALAXY,1907,3,301,62,1237653664714064190,25.73536,23.90055,21.43888,20.00627,19.29972,131.839528467306,1.36806358488053,4293172710957838336,3813,55532,423,0.776081
GALAXY,1404,4,301,18,1237651504879501881,23.57854,21.70536,20.0292,19.23781,18.76241,201.63659189286,0.263796924881563,4560115168730345472,4050,55599,802,0.4705034
QSO,1895,6,301,245,1237653614797062626,22.28368,21.98358,21.98112,22.31238,21.67419,143.757412435593,56.6627965409593,8382332066012524544,7445,56720,26,2.4669
GALAXY,756,4,301,225,1237648721754260358,23.17182,22.62966,20.65885,19.7615,19.14046,149.579614761375,0.312565704108164,4310190952049995776,3828,55539,895,0.5122326
GALAXY,1462,6,301,454,1237651755089920722,25.19805,22.40782,20.88932,20.00987,19.50873,193.38903611744,3.46014194531438,5355979344093835264,4757,55653,267,0.543736
GALAXY,1473,2,301,23,1237651800158831165,22.66031,19.67881,19.24611,18.48035,18.29238,146.587324474876,-0.601283502370004,4258385257734795264,3782,55244,843,0.3885356
GALAXY,752,2,301,599,1237648703525159686,22.70053,20.5057,18.86778,18.21236,17.82201,233.194765561887,-0.651758853516859,4514923587383783424,4010,55350,236,0.3420639
STAR,1241,2,301,53,1237650803728384408,22.23695,20.92794,20.6361,20.54253,20.19372,146.273414647339,-2.68301672684668,4258223354647605248,3782,55244,254,0.0002084161
STAR,1331,6,301,84,1237651192424956334,22.4394,20.46338,19.95119,19.74632,19.71772,116.65150506701,40.1447047959691,4132242965563895808,3670,55480,692,2.15352e-06
GALAXY,1458,5,301,494,1237651737375802136,26.70908,22.34218,20.20411,19.17417,18.43966,198.79314706147,3.2201190478527,5359296020969353216,4760,55656,45,0.772503
QSO,1473,2,301,59,1237651800161190029,20.54978,19.90779,19.87704,19.71054,19.49343,151.885008577189,-0.721240976859574,4312319882026479616,3830,55574,448,2.274206
QSO,1331,5,301,164,1237651191893328191,21.33721,21.24594,20.72281,20.61112,20.93562,127.036035489097,49.5714747994111,8230406496635777024,7310,56693,284,1.40316
GALAXY,1473,1,301,48,1237651799623598742,24.07088,22.2052,20.81663,19.87316,19.29879,150.322390252114,-1.10906191670012,4311193152888958976,3829,55300,445,0.4869272
QSO,756,6,301,293,1237648722832458345,22.97827,22.01336,22.09237,21.62922,21.90502,159.730121550694,1.11436281908464,5330069077589946368,4734,55646,214,1.7946
GALAXY,1241,1,301,102,1237650803194724809,23.07853,22.25654,20.65377,19.74077,19.47706,153.661575785967,-3.1951789065013,4260506765840019456,3784,55269,369,0.5022252
GALAXY,1402,2,301,92,1237651495220675386,24.00165,23.45219,21.83082,20.6722,19.98679,120.097177871175,44.5438678136551,7181132373676453888,6378,56330,519,0.8612348
GALAXY,1350,4,301,163,1237651272960770799,25.29092,23.1789,21.99364,20.75251,20.05165,127.442473962692,52.5275647181674,4160405027267735552,3695,55212,745,0.706504
GALAXY,1907,3,301,96,1237653664716292453,24.6412,22.59908,20.77543,19.7169,19.22824,136.965143635841,1.59481201144509,4299886329091256320,3819,55540,271,0.477518
GALAXY,1458,5,301,523,1237651737377702499,26.0907,21.73387,20.64094,19.70995,19.36044,203.135915258975,3.09629691669137,4554498588843634688,4045,55622,849,0.5735222
STAR,1140,2,301,90,1237650369939112606,23.85519,21.59191,21.20872,21.00206,20.82181,166.387186374647,-2.80443934401978,4248112245651468288,3773,55240,334,0.000734424
GALAXY,1462,6,301,462,1237651755090444645,21.85703,21.41089,19.54125,18.83817,18.39592,194.535629930369,3.50590515195358,5357155547144187904,4758,55682,450,0.4240139
GALAXY,1904,6,301,180,1237653653447508423,23.58594,22.26901,20.77689,19.80288,19.16706,4.58537550498716,16.2340772902155,6963838637562327040,6185,56217,537,0.5516257
STAR,1331,3,301,66,1237651190813163584,19.15048,18.20168,17.9177,17.80317,17.73502,116.003710229571,37.1271045820554,4123317674925813760,3662,55182,990,-0.0009552216
QSO,1458,1,301,509,1237651735229301019,21.91685,21.45706,21.4027,21.21529,21.32543,200.973972479891,1.37856292529192,4510394148864061440,4006,55328,142,2.223485
STAR,756,2,301,658,1237648720708895722,24.64614,21.88088,21.58832,21.55219,21.43333,214.403841736453,-0.433194172549736,4538611745031909376,4031,55604,397,-0.0005920841
QSO,1345,2,301,767,1237651250451777799,26.46388,22.79151,20.71499,19.70284,19.32131,261.183876900179,26.160303578841,5647766091545112576,5016,55709,917,1.244675
GALAXY,1345,3,301,40,1237651250941002343,25.81823,21.86358,20.33908,19.36856,18.82028,115.772592790644,37.0362242681977,4123311352733954048,3662,55182,967,0.5418086
STAR,1231,5,301,62,1237650762389913912,21.767,20.75244,20.50884,20.47443,20.18263,178.513407443821,-1.91707921492121,4267164582600699904,3790,55208,14,0.0002254725
GALAXY,1462,3,301,300,1237651753469215335,24.85335,21.68271,20.13242,19.3476,19.04706,170.340670944984,2.09314590656882,5325641618874363904,4730,55630,491,0.443885
GALAXY,1345,6,301,632,1237651252590412129,23.60297,20.83134,18.92505,18.30834,17.88423,249.829293812952,44.3330239346268,6790456371986493440,6031,56091,560,0.3552888
GALAXY,1907,3,301,99,1237653664716489049,25.09624,21.80616,20.06217,18.95085,18.41275,137.436629990369,1.5761008427948,4299853893498236928,3819,55540,153,0.543049
QSO,1345,3,301,407,1237651250965053850,22.80578,21.05509,21.08288,20.51934,19.86753,200.54353709587,64.0403193623792,7682287855460872192,6823,56687,992,2.674571
STAR,109,5,301,45,1237645943435493501,19.92087,19.04448,18.67552,18.58599,18.58136,41.3708808782911,0.626161228194919,4774068584207544320,4240,55455,920,-0.0003362115
QSO,1345,2,301,580,1237651250439520694,21.60207,20.31415,20.19214,20.4727,20.67656,241.039282595425,49.4582285815739,7115887630625730560,6320,56453,728,2.767598
STAR,1140,2,301,52,1237650369936622103,25.85535,22.44323,21.59831,21.51281,21.41337,160.691048655764,-2.71999511335956,4245792281217134592,3771,55544,86,0.003114894
GALAXY,1239,6,301,92,1237650797288489693,24.75806,21.4713,19.82382,18.92335,18.31761,134.120887714946,0.960669480828802,4296547657537220608,3816,55272,413,0.4747054
GALAXY,1462,3,301,414,1237651753476686403,26.57794,21.95166,20.57595,19.5877,19.39417,187.45642148262,2.25421673022973,5350512022524719104,4752,55653,857,0.6122871
QSO,1331,2,301,159,1237651190282388042,22.32949,21.40813,21.24413,20.88214,20.47897,127.813164827594,48.2096175079171,4161373698102325248,3696,55277,173,0.8174964
STAR,1140,2,301,68,1237650369937670780,24.42546,21.89174,20.50614,20.23564,19.8556,163.075627112641,-2.84311019369314,4246986346365382656,3772,55277,334,0.0004056362
STAR,756,2,301,461,1237648720695985039,25.07892,21.80606,19.91237,18.95443,18.44912,184.913214773089,-0.615380522400775,4330261983502462976,3846,55327,185,0.0001342685
GALAXY,1402,2,301,106,1237651495221592725,24.31128,22.60176,20.5408,19.67852,19.16165,121.743381509216,46.4091057792221,7195833943634669568,6391,56329,755,0.4553322
GALAXY,1904,6,301,221,1237653653450195337,23.1922,22.24583,20.46833,19.21244,18.65243,10.9405198854632,16.0654983791844,6978367034355281920,6198,56211,143,0.5614992
GALAXY,1907,3,301,75,1237653664714916348,21.61518,21.31021,20.48713,19.64797,19.28463,133.925933697766,1.53315962001582,4293062210039246848,3813,55532,21,0.606469
GALAXY,1473,3,301,35,1237651800696488496,22.37926,21.43642,20.5072,19.7162,19.67937,148.313153565079,-0.271737040948339,4308827558067761152,3827,55565,31,0.5793874
GALAXY,1402,2,301,101,1237651495221264723,20.81864,20.57819,20.41246,20.03633,20.00534,121.136641708784,45.7500969533566,7195832294367227904,6391,56329,749,0.2008244
GALAXY,1412,4,301,187,1237651539250315648,26.75832,22.40644,20.6368,19.30548,18.91036,192.026447117787,67.6977020210823,7840924569506082816,6964,56748,573,0.6592655
QSO,1331,2,301,136,1237651190280880513,21.87582,21.20727,20.37522,20.20657,20.08439,124.576719656415,45.4918852832677,8250635311932698624,7328,56715,148,4.334244
GALAXY,1907,2,301,148,1237653664182829418,26.72252,21.85016,20.45751,19.52448,19.26048,144.749215834517,1.43313758251235,5332376677367083008,4736,55631,417,0.4965565
STAR,756,2,301,396,1237648720691724799,22.97497,21.04753,19.97233,19.15152,18.75346,175.11350808406,-0.507613856679212,4324681423795187712,3841,56016,363,0.0001758815
GALAXY,1907,2,301,125,1237653664181322555,25.98333,22.57694,20.83579,19.76131,19.17066,141.363227090097,1.37916701579346,5331181508563234816,4735,55651,165,0.5877989
GALAXY,1462,3,301,338,1237651753471705454,23.36888,21.96048,20.4866,19.65588,19.10286,175.9673873314,2.18453609854648,5324539908156223488,4729,55626,579,0.5170224
GALAXY,1345,3,301,23,1237651250939888236,21.26521,19.1811,17.74206,17.20484,16.83191,114.083639698699,34.9820949966932,4999188643601641472,4440,55539,702,0.2202533
GALAXY,752,6,301,300,1237648705653047466,24.02285,21.93087,20.30856,19.39204,18.87532,188.470166755163,1.03142008545987,4332636933987168256,3848,55647,633,0.4824463
GALAXY,756,4,301,201,1237648721752687341,26.28488,22.88286,21.48346,20.42136,19.58815,145.87934350859,0.299512600817293,4308965821654953984,3827,55565,534,0.5866169
GALAXY,1350,4,301,257,1237651272966931127,21.65817,22.47009,20.64155,19.42601,18.64738,146.703703287296,62.2784717507076,6440368579740889088,5720,56602,804,0.7076068
QSO,1345,3,301,81,1237651250943689246,22.06311,21.39286,21.59469,21.44464,20.69843,120.188856893821,42.2781998061892,4146760913154404352,3683,55245,260,2.253467
STAR,756,2,301,288,1237648720684647089,23.57396,21.88499,21.50986,21.48398,21.07623,158.967917639722,-0.608417307565626,4315655795540422656,3833,55290,296,0.0003600445
STAR,756,4,301,176,1237648721751048359,19.37407,17.21206,16.33736,16.02079,15.84331,142.170241792714,0.320179980528136,8391555869544476672,7453,56749,814,4.969847e-05
GALAXY,1345,3,301,25,1237651250940019181,21.20507,18.90298,17.50195,16.96306,16.57064,114.325490787239,35.2408389529239,4999194690915594240,4440,55539,724,0.2088492
GALAXY,1404,2,301,30,1237651503806546449,23.54786,21.70795,19.95461,19.08687,18.60614,203.4004057708,-0.482817354734654,4555488698779234304,4046,55605,355,0.4773826
GALAXY,752,2,301,584,1237648703524175899,24.78794,20.60358,18.77622,18.10366,17.68754,230.931324930766,-0.754334682225677,4517183633148801024,4012,55327,266,0.3268369
GALAXY,1402,2,301,94,1237651495220806388,26.16938,24.25868,21.82388,20.79364,19.99107,120.149658323208,44.9029251419857,7180060073535401984,6377,56245,714,0.6539069
STAR,1331,5,301,268,1237651191900143850,25.23918,21.57482,20.22117,19.30385,19.16498,147.084449372998,60.1602773382983,6439175874637656064,5719,56014,561,7.199215e-05
GALAXY,752,6,301,187,1237648705645642329,25.54844,23.39239,21.50395,20.20146,19.62273,171.506554705187,0.923748815390149,4322560458466455552,3839,55575,839,0.6470596
GALAXY,1473,1,301,54,1237651799623991327,21.69048,20.87276,19.83174,18.93193,18.78071,151.122255584037,-1.0597966737567,4259530399128678400,3783,55246,913,0.5874667
STAR,1402,2,301,54,1237651495218184309,23.57268,20.94202,20.37965,20.19059,20.2061,115.890048076668,39.8417338557228,4134435391816790016,3672,55484,476,-0.000126073
QSO,1345,2,301,620,1237651250442142214,21.25638,20.81994,20.69962,20.68147,20.42659,246.437990641983,44.7939900732891,6788065484086112256,6029,56099,54,2.214094
QSO,1331,5,301,215,1237651191896670897,22.30583,21.04414,20.48114,20.15034,19.74209,135.622987913921,55.2154852837275,6449332343790039040,5728,56334,646,0.8946083
STAR,752,3,301,342,1237648704045187399,21.51289,20.84974,20.45749,20.45074,20.22912,194.781246904561,-0.246905880158833,4334722431459192832,3850,55575,28,0.0005240435
STAR,1345,2,301,770,1237651250451972647,21.34565,20.06551,19.71023,19.42648,19.29788,261.359446173437,25.7311545219913,5634125275446571008,5004,55711,444,-7.994789e-05
QSO,1473,2,301,74,1237651800162173297,21.25694,20.55602,20.42736,20.37387,19.79826,154.162970446328,-0.710911668806047,4313438084831834112,3831,55543,420,2.409627
GALAXY,752,6,301,354,1237648705656586362,21.23012,19.116,17.77625,17.18909,16.77166,196.555586891537,0.908427033815791,4562353774421274624,4052,55600,754,0.2104125
QSO,1345,3,301,161,1237651250948932351,22.64825,21.5973,21.00002,20.43903,20.23488,131.31511563507,51.6149394642099,5806323643320037376,5157,55923,210,0.6899265
GALAXY,1140,2,301,39,1237650369935770233,26.11958,21.21603,19.30457,18.71863,18.25535,158.697207126659,-2.82852046663149,4261554599951527936,3785,55241,85,0.2951555
GALAXY,1458,5,301,597,1237651737382551728,25.02218,21.94492,20.30582,19.45512,18.7864,214.258331830208,2.98482141078886,5384119969834004480,4782,55654,242,0.4711687
STAR,1140,2,301,98,1237650369939636964,23.33996,21.62524,21.40335,21.44683,21.13038,167.595457742031,-2.85741756600795,4265032630191976448,3788,55246,450,0.0005914997
QSO,752,6,301,268,1237648705650950473,24.41626,21.59458,21.40585,21.70574,23.02868,183.628735941913,0.965069714282269,4329348014394765312,3845,55323,956,2.776563
GALAXY,752,3,301,283,1237648704041320863,26.44736,21.61028,19.73207,18.91175,18.42349,185.903438263144,-0.33580313982152,4331443413125361664,3847,55588,387,0.5039283
QSO,1331,6,301,75,1237651192424366350,22.23608,21.26423,20.99617,20.73193,20.53345,115.624353491362,39.0464504283099,4132225923133665280,3670,55480,630,2.605896
GALAXY,1350,4,301,172,1237651272961360500,24.85904,22.7157,21.03112,19.84211,19.44013,128.973585654459,53.4743226152482,5805202416371167232,5156,55925,227,0.5501901
GALAXY,1404,3,301,55,1237651504345056180,24.00154,22.78712,20.92742,19.84352,19.42181,207.129019105841,-0.0280261250860008,4548810814907936768,4040,55605,637,0.6091409
GALAXY,1412,4,301,237,1237651539253592696,23.65798,22.60099,20.83464,19.8016,19.03944,210.508688323408,65.797040986548,7865765835192332288,6986,56717,833,0.6153261
QSO,1895,5,301,264,1237653614261436904,21.6286,21.04797,21.33682,21.23743,20.84251,148.634157351132,57.977554426887,7977148835443699712,7085,56625,538,2.293812
QSO,1473,2,301,82,1237651800162697789,23.5215,22.04866,21.33146,20.90252,20.30828,155.344630351366,-0.653535057258337,4313369915110912000,3831,55543,172,2.385615
GALAXY,1729,5,301,267,1237652901297062283,22.31859,22.75809,20.68413,19.47289,18.87178,27.8966782374884,-8.60381561143726,8087597802664423424,7183,56658,941,0.712607
GALAXY,1462,3,301,286,1237651753468297570,23.63261,21.32648,19.49237,18.73317,18.36442,168.161747362744,1.98707788737556,5337900350131859456,4741,55704,32,0.4123935
STAR,756,6,301,393,1237648722839012025,22.51254,21.85132,22.01174,22.10508,21.69687,174.723120494261,1.24135420288772,4324731169247260672,3841,55572,544,-0.0003130714
STAR,756,6,301,222,1237648722827805019,21.79782,21.00023,20.81357,20.69001,20.40112,149.084444506532,1.05695297904488,4310152194265116672,3828,55539,754,0.000835959
STAR,756,4,301,175,1237648721750982898,19.48391,17.64019,16.86613,16.52145,16.33006,142.02975167988,0.413895242888038,8391544049794478080,7453,56749,771,-2.043225e-05
GALAXY,1350,4,301,318,1237651272970928700,23.2167,22.15275,20.35383,19.52817,18.98384,165.651215145983,66.3074328069975,7999782559108755456,7105,56740,959,0.4868504
GALAXY,752,2,301,571,1237648703523324795,23.33564,21.81351,20.03245,18.90354,18.50457,229.002160433802,-0.650966826904068,4519412623179706368,4014,55630,183,0.5464314
GALAXY,756,6,301,32,1237648722815354529,26.32137,22.95828,21.23512,20.31589,20.4545,120.650383964911,1.10308557469587,5342585647209836544,4745,55892,693,0.4882835
GALAXY,1458,5,301,551,1237651737379537889,21.67233,21.6502,20.08653,19.19621,18.80934,207.360684110226,2.94691915585692,5387486399644233728,4785,55659,201,0.5684828
GALAXY,1458,5,301,549,1237651737379406737,25.38279,22.65458,20.7965,19.71292,19.15874,206.999031856936,3.0698560685759,4547736592769019904,4039,55648,825,0.6096777
QSO,756,4,301,448,1237648721768874147,21.00249,20.35637,20.40006,20.22364,20.0131,182.848130859557,0.247561870800336,4329309531487793152,3845,55323,816,2.335209
GALAXY,1904,6,301,302,1237653653455503808,26.32295,21.59592,19.55769,18.81263,18.3202,23.5386193551235,15.3696700661461,5783811690987188224,5137,55833,232,0.4359171
QSO,752,3,301,383,1237648704047874075,18.98321,18.44418,17.88641,17.64995,17.56596,200.849108440802,-0.365356106683863,4560002468788498432,4050,55599,392,1.39107
QSO,752,6,301,205,1237648705646821562,21.78982,20.72428,20.44463,20.37084,19.99384,174.309839188429,0.871794208917896,4324734475231227904,3841,56016,556,5.540467
STAR,756,2,301,548,1237648720701686166,22.6882,21.81249,20.66054,19.41363,18.56592,197.79547510578,-0.620745758227331,4508235532543389696,4004,55321,481,7.761103e-05
GALAXY,1350,4,301,159,1237651272960508633,21.25771,21.6857,20.46694,19.50349,18.81988,126.879989168158,52.1028034343378,4154584761962786816,3690,55182,51,0.7533047
QSO,752,6,301,194,1237648705646100744,20.31183,19.30833,19.10314,18.86934,18.72479,172.678699215366,0.968912119933824,4323616539368157184,3840,55574,585,2.874478
QSO,756,6,301,460,1237648722843402418,19.67433,19.00097,18.96322,18.87469,18.73988,184.72742952086,1.12461756337597,5348081276807737344,4750,55630,206,2.399899
GALAXY,1904,6,301,220,1237653653450129994,25.89094,21.336,19.57873,18.82313,18.31268,10.8677452374467,16.007394279768,6978364835332026368,6198,56211,135,0.4369231
GALAXY,1907,2,301,236,1237653664188596839,26.65241,22.4164,21.16674,20.11996,19.47906,158.041393367066,1.6221639003379,5335654046869680128,4739,55644,52,0.4788662
STAR,1231,4,301,115,1237650761856516462,21.3513,20.48117,20.13258,20.07229,19.66154,186.475589795866,-2.45801630393747,4269527982911713280,3792,55212,420,0.0007517546
STAR,1331,3,301,73,1237651190813622532,20.22148,19.30541,18.99608,18.86976,18.84018,116.842990138229,37.9697226094632,4132133014401118208,3670,55480,292,0.0001650877
GALAXY,1907,3,301,51,1237653664713343861,22.89539,22.08087,20.78368,19.75042,19.03726,130.269530277028,1.34356151345658,5396682714714402816,4793,55648,889,0.6265981
QSO,1345,3,301,252,1237651250954895441,19.53709,18.94381,18.87779,18.83747,18.72923,150.004455294997,60.2422632713851,6439275930195783680,5719,56014,925,2.324452
STAR,756,4,301,383,1237648721764615044,24.95854,22.28878,21.65668,21.46381,21.38543,173.240206283296,0.296281125163201,4323542597211189248,3840,55574,316,-4.367363e-05
GALAXY,1907,3,301,58,1237653664713802559,23.16914,21.30018,19.77093,18.95592,18.725,131.289102186447,1.43556993887524,4289730140034494464,3810,55531,187,0.44508
GALAXY,1345,2,301,598,1237651250440700957,26.13021,22.73498,20.94225,19.70664,19.27355,243.765473354509,47.3659730558652,7116923645389893632,6321,56449,401,0.6395007
STAR,1231,4,301,61,1237650761852977398,21.46521,20.45937,20.22258,20.12131,19.75126,178.320818117214,-2.42097454869381,4251530626782130176,3776,55209,482,8.276097e-05
GALAXY,756,4,301,269,1237648721757143314,23.21775,20.47531,18.84216,18.21174,17.85397,156.048791653997,0.407920090561995,4313588443046932480,3831,55543,967,0.3283966
GALAXY,1239,6,301,145,1237650797291963156,25.84467,22.75526,20.47002,19.48864,18.98381,142.023367958841,0.867502622919852,4304569149013291008,3823,55534,923,0.4824677
GALAXY,1350,4,301,298,1237651272969617904,23.21036,22.09627,20.47557,19.46399,19.23034,158.838809339916,65.2370825559092,7974812649739972608,7083,56722,231,0.6681159
QSO,752,2,301,518,1237648703519851304,23.97467,21.09138,20.5905,20.41799,20.33274,221.100171872476,-0.748488224082734,4528447030683168768,4022,55352,282,3.375001
GALAXY,752,6,301,186,1237648705645576833,23.88139,22.97931,21.27688,20.24794,19.71838,171.420701198135,0.916897658795647,4322559358954827776,3839,55575,835,0.5952803
QSO,1473,4,301,83,1237651801236505132,22.11475,21.81251,21.49448,21.28829,21.05289,155.511633585984,0.182883317436983,4313570026227167232,3831,55543,900,2.161114
STAR,756,2,301,456,1237648720695656576,19.44007,18.52692,18.27198,18.16441,18.15586,184.127314314969,-0.516799893147437,4330318058595479552,3846,55327,389,0.0005617606
QSO,752,6,301,125,1237648705641578738,20.72706,20.31861,20.25842,20.00569,19.86568,162.314003233366,0.988147697282735,4318001608295903232,3835,55570,638,1.834857
QSO,1473,2,301,55,1237651800160928143,21.44698,20.84787,20.76659,20.79326,20.30736,151.318383612494,-0.713642734733758,4259538370587979776,3783,55246,942,2.418328
STAR,1231,3,301,120,1237650761319973705,24.67599,22.21313,20.83319,19.93247,19.40409,187.289207858631,-2.86146348732989,4269469433917534208,3792,55212,207,0.0003777523
GALAXY,1904,6,301,223,1237653653450326395,23.49026,22.02157,20.42038,19.31986,18.76649,11.2134857570945,16.1035509546481,6978347792901795840,6198,56211,73,0.5685678
GALAXY,756,4,301,205,1237648721752949093,26.09487,22.45285,20.99312,19.80799,19.28241,146.500516274821,0.25419331305522,4307695061057597440,3826,55563,7,0.5174317
GALAXY,1140,1,301,35,1237650369398637371,24.58233,22.33232,20.60923,19.72786,19.27238,158.197601919934,-3.14255332723053,4261576590184083456,3785,55241,165,0.4952911
GALAXY,1402,2,301,121,1237651495222575879,24.93674,22.85457,21.43615,20.76201,19.88912,123.635093743437,48.2910211069291,8307091660606205952,7378,56715,735,0.5473232
GALAXY,1402,2,301,99,1237651495221134186,23.10387,24.94381,22.50687,20.98517,20.05978,120.886639911342,45.5228422440791,8308111457607413760,7379,56713,349,0.6722955
QSO,1458,1,301,533,1237651735230874330,26.07601,22.29619,21.61506,20.94802,20.46327,204.699970631483,1.42592439825473,4550960635370467328,4042,55626,266,1.98443
GALAXY,1462,6,301,569,1237651755097457029,21.8485,21.54467,20.37958,19.57353,19.13985,210.577307665502,3.15606670776645,4540914117817069568,4033,55332,581,0.4843797
GALAXY,1462,3,301,381,1237651753474523141,25.90715,21.10893,19.92244,19.15315,18.62306,182.394077477392,2.10356467332816,5345805012877111296,4748,55631,117,0.460787
STAR,756,2,301,286,1237648720684515897,24.64494,22.15351,21.72252,21.49016,21.29172,158.647586979251,-0.427491674422908,4315668989679955968,3833,55290,344,-0.0003465713
STAR,752,6,301,180,1237648705645183065,22.63863,20.94327,20.60509,20.4716,20.3092,170.46758449535,0.851321288234457,4321466719492829184,3838,55588,956,0.0001094178
GALAXY,756,4,301,164,1237648721750261935,25.63665,22.14348,20.45181,19.59517,18.97678,140.329022560677,0.264126539326762,4302338239937310720,3821,55535,999,0.4988452
GALAXY,1904,5,301,332,1237653652920599132,22.26793,21.98493,20.10338,19.15684,18.78757,28.0813783223507,14.5747701798376,5243482261101932544,4657,55591,605,0.5477156
GALAXY,756,4,301,253,1237648721756094706,22.99705,20.45903,18.73545,18.15111,17.71737,153.777501214485,0.32128006440724,4313469970669039616,3831,55543,536,0.3700205
QSO,752,6,301,282,1237648705651868178,23.8133,21.61952,20.96489,20.34263,19.76521,185.852399464641,0.864883814933794,4331498663584657408,3847,55588,588,2.189896
GALAXY,752,2,301,508,1237648703519196063,23.66184,21.62992,20.51927,19.6856,19.27707,219.614370963236,-0.770472828716399,4533055083462193152,4026,55325,662,0.5425308
